web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,title,release_date,budget,revenue,runtime,genres,spoken_languages,production_countries,vote_average,vote_count
https://www.nytimes.com/2020/11/17/movies/69-saga-of-danny-hernadez-review.html,The rise and fall of the provocative rapper Tekashi69 is chronicled in this Hulu documentary.,The New York Times,"{name: subject, value: Documentary Films and Programs, rank: 1, major: N}, {name: subject, value: Rap and Hip-Hop, rank: 2, major: N}, {name: persons, value: Gandhi, Vikram, rank: 3, major: N}, {name: persons, value: 6ix9ine (Rapper), rank: 4, major: N}, {name: creative_works, value: 69: The Saga of Danny Hernandez (Movie), rank: 5, major: N}",2020-11-17T19:07:20+0000,363,‘69: The Saga of Danny Hernandez’ Review: A SoundCloud-Rap Rat,,,"Loved in Hip-Hop, but Loathed in the End",,,,By Calum Marsh,,69: The Saga of Danny Hernandez,2021-04-29,0,0,101,"Music, Documentary",English,United States of America,6.9,10
https://www.nytimes.com/2020/11/12/movies/ammonite-review.html,Kate Winslet’s fossil hunter and Saoirse Ronan’s convalescent embark on a forbidden seaside romance.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Ronan, Saoirse, rank: 2, major: N}, {name: persons, value: Winslet, Kate, rank: 3, major: N}, {name: persons, value: Lee, Francis (1969- ), rank: 4, major: N}, {name: creative_works, value: Ammonite (Movie), rank: 5, major: N}",2020-11-12T12:00:04+0000,510,‘Ammonite’ Review: Love on the Rocks,Critic’s Pick,,Love on the Rocks,,,,By Jeannette Catsoulis,,Ammonite,2020-11-13,0,1396905,118,"Romance, Drama",English,United Kingdom,7.1,500
https://www.nytimes.com/2020/10/15/movies/love-and-monsters-review.html,The new sci-fi adventure from Michael Matthews lacks the self-seriousness of typical dystopian flicks but doesn’t completely lack depth.,The New York Times,"{name: persons, value: Matthews, Michael (Film Director), rank: 1, major: N}, {name: subject, value: Movies, rank: 2, major: N}, {name: creative_works, value: Love and Monsters (Movie), rank: 3, major: N}",2020-10-15T11:00:07+0000,284,‘Love and Monsters’ Review: Coming-of-Age After the Apocalypse,,,Love and Monsters,,,,By Lovia Gyarkye,,Love and Monsters,2020-10-16,30000000,1122066,109,"Comedy, Action, Adventure, Science Fiction",English,United States of America,7.3,3699
https://www.nytimes.com/2020/09/03/movies/love-guaranteed-review-swiping-left-on-online-dating.html,Rachael Leigh Cook stars in this rom-com about a lawyer and her charming new client who wants to sue a dating website for falsely promising love.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Cook, Rachael Leigh, rank: 2, major: N}, {name: persons, value: Wayans, Damon Jr, rank: 3, major: N}, {name: persons, value: Johnson, Mark Steven, rank: 4, major: N}, {name: creative_works, value: Love, Guaranteed (Movie), rank: 5, major: N}",2020-09-03T07:01:05+0000,343,"‘Love, Guaranteed’ Review: Swiping Left on Online Dating",,,"Love, Guaranteed",,,,By Natalia Winkelman,,"Love, Guaranteed",2020-09-02,0,0,91,"Romance, Comedy",English,United States of America,6.414,608
https://www.nytimes.com/2020/06/19/movies/feel-the-beat-review.html,A prickly professional dancer becomes a reluctant instructor for a preteen dance troupe in this formulaic dramedy.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Carson, Sofia (1993- ), rank: 2, major: N}, {name: persons, value: Down, Elissa (1975- ), rank: 3, major: N}, {name: creative_works, value: Feel the Beat (Movie), rank: 4, major: N}",2020-06-19T07:01:02+0000,253,‘Feel the Beat’ Review: Tough Love in the Dance Studio,,,A Young Troupe Needs Some Ballet Tough Love,,,,By Natalia Winkelman,,Feel the Beat,2020-06-19,0,0,107,"Comedy, Music, Drama","English, Turkish","Canada, United States of America",7.6,1060
https://www.nytimes.com/2020/06/18/movies/babyteeth-review.html,"Eliza Scanlen plays a seriously ill high schooler who falls for the wrong guy who turns out to have the right stuff, after all.",The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Babyteeth (Movie), rank: 2, major: N}, {name: persons, value: Murphy, Shannon (Film Director), rank: 3, major: N}, {name: persons, value: Scanlen, Eliza, rank: 4, major: N}, {name: persons, value: Wallace, Toby (1996- ), rank: 5, major: N}",2020-06-18T16:31:36+0000,517,"‘Babyteeth’ Review: Love Means Never Having, Well, You Know",,,"Love Means Never Having, Well, You Know",,,,By Manohla Dargis,,Babyteeth,2020-06-15,0,989310,118,"Drama, Comedy, Romance",English,Australia,6.861,306
https://www.nytimes.com/2020/06/03/movies/spelling-the-dream-review.html,"This Netflix documentary explores the unbroken Indian-American dominance of the U.S. national spelling bee, to less than winning results.",The New York Times,"{name: subject, value: Documentary Films and Programs, rank: 1, major: N}, {name: subject, value: Scripps National Spelling Bee, rank: 2, major: N}, {name: persons, value: Rega, Sam, rank: 3, major: N}, {name: creative_works, value: Spelling the Dream (Movie), rank: 4, major: N}, {name: subject, value: Spelling, rank: 5, major: N}, {name: organizations, value: Netflix Inc, rank: 6, major: N}",2020-06-03T12:44:10+0000,296,‘Spelling the Dream’ Review: Words of Inspiration,,,Love of Language Spells Success,,,,By Bilal Qureshi,,Spelling the Dream,2020-06-03,0,0,82,Documentary,English,United States of America,7.0,12
https://www.nytimes.com/2020/04/10/movies/love-wedding-repeat-review-a-tumble-down-the-aisle.html,A couple’s reception becomes a disaster (or does it?) in this comedy of multiple errors.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Love Wedding Repeat (Movie), rank: 2, major: N}, {name: persons, value: Craig, Dean (1974- ), rank: 3, major: N}, {name: persons, value: Claflin, Sam, rank: 4, major: N}, {name: persons, value: Munn, Olivia, rank: 5, major: N}",2020-04-10T07:01:05+0000,414,‘Love Wedding Repeat’ Review: A Tumble Down the Aisle,Movie Review,,Pratfalling Down The Aisle,,,,By Amy Nicholson,,Love Wedding Repeat,2020-04-10,0,0,100,"Comedy, Romance","English, Italian","United Kingdom, Italy",5.641,667
https://www.nytimes.com/2020/03/05/movies/hope-gap-review-a-thin-line-between-love-and-war.html,Annette Bening and Bill Nighy play a couple that has lost its way after 29 years of marriage.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Bening, Annette, rank: 2, major: N}, {name: persons, value: Nighy, Bill, rank: 3, major: N}, {name: persons, value: Nicholson, William (1948- ), rank: 4, major: N}, {name: creative_works, value: Hope Gap (Movie), rank: 5, major: N}",2020-03-05T12:00:03+0000,257,‘Hope Gap’ Review: A Thin Line Between Love and War,,,Hope Gap,,,,By Aisha Harris,,Hope Gap,2019-10-03,0,1136167,100,Drama,English,"United Kingdom, United States of America",6.3,114
https://www.nytimes.com/2020/02/28/movies/all-the-bright-places-review.html,Elle Fanning and Justice Smith breathe life into a film about mental illness and the healing power of love.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: All the Bright Places (Movie), rank: 2, major: N}, {name: persons, value: Haley, Brett, rank: 3, major: N}, {name: persons, value: Fanning, Elle, rank: 4, major: N}, {name: persons, value: Smith, Justice (1995- ), rank: 5, major: N}, {name: organizations, value: Netflix Inc, rank: 6, major: N}",2020-02-28T08:01:07+0000,233,‘All the Bright Places’ Review: Love Amid Trauma,Streaming Movie Review,,A Refreshing Exploration of Mental Illness,,,,By Candice Frederick,,All the Bright Places,2020-02-28,0,0,108,"Romance, Drama",English,United States of America,7.67,2726
https://www.nytimes.com/2020/02/13/movies/the-photograph-review.html,Issa Rae and a terrific Lakeith Stanfield play a New York couple whose romance sends them and the story into the past.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: The Photograph (Movie), rank: 2, major: N}, {name: persons, value: Meghie, Stella, rank: 3, major: N}, {name: persons, value: Rae, Issa, rank: 4, major: N}, {name: persons, value: Stanfield, Lakeith, rank: 5, major: N}",2020-02-13T20:54:33+0000,862,‘The Photograph’ Review: An Unabashedly Old-School Love Story,,,An Unabashedly Old-School Love Story,,,,By Manohla Dargis,,The Photograph,2020-02-14,16000000,20690779,106,"Drama, Romance",English,"Canada, United States of America",6.5,191
https://www.nytimes.com/2020/02/12/movies/ordinary-love-review.html,Lesley Manville and Liam Neeson play a married couple facing a cancer diagnosis.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Ordinary Love (Movie), rank: 2, major: N}, {name: persons, value: Neeson, Liam, rank: 3, major: N}, {name: persons, value: Manville, Lesley, rank: 4, major: N}, {name: persons, value: ""DSa, Lisa Barros"", rank: 5, major: N}, {name: persons, value: Leyburn, Glenn, rank: 6, major: N}",2020-02-12T19:46:45+0000,569,‘Ordinary Love’ Review: In Sickness and in Health,,,Old-Sweater Lives,,,,By A.O. Scott,,Ordinary Love,2019-12-06,0,0,92,"Drama, Romance",English,"Ireland, United Kingdom",6.9,126
https://www.nytimes.com/2020/02/11/movies/to-all-the-boys-ps-i-still-love-you-review.html,The second installment in Netflix’s ’80s-style teen romance trilogy asks the question John Hughes left unanswered.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Condor, Lana, rank: 2, major: N}, {name: persons, value: Centineo, Noah, rank: 3, major: N}, {name: creative_works, value: To All the Boys: PS I Still Love You (Movie), rank: 4, major: N}, {name: persons, value: Fimognari, Michael, rank: 5, major: N}",2020-02-11T18:33:41+0000,654,"‘To All the Boys: P.S. I Still Love You’ Review: Bliss, for Now",Streaming Movie Review,,"Follow Your Bliss While It Lasts, Kids",,,,By Amy Nicholson,,To All the Boys: P.S. I Still Love You,2020-02-12,0,0,102,"Romance, Comedy",English,United States of America,6.9,2421
https://www.nytimes.com/2020/01/09/movies/the-woman-who-loves-giraffes-review.html,"This warm documentary uses one woman’s singular passion to fuel a tale of zoological discovery, blatant sexism and environmental alarm.",The New York Times,"{name: subject, value: Documentary Films and Programs, rank: 1, major: N}, {name: subject, value: Giraffes, rank: 2, major: N}, {name: creative_works, value: The Woman Who Loves Giraffes (Movie), rank: 3, major: N}, {name: persons, value: Dagg, Anne Innis, rank: 4, major: N}, {name: persons, value: Reid, Alison (Filmmaker), rank: 5, major: N}",2020-01-09T12:00:04+0000,279,‘The Woman Who Loves Giraffes’ Review: Crackers for Animals,,,A Special Spot  In Her Heart,,,,By Jeannette Catsoulis,,The Woman Who Loves Giraffes,2018-10-03,0,0,81,Documentary,,"Canada, South Africa, United States of America",7.0,12
https://www.nytimes.com/2019/11/05/movies/marriage-story-review.html,"Adam Driver and Scarlett Johansson self-consciously uncouple in Noah Baumbach’s tender, stinging tale of divorce.",The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Baumbach, Noah, rank: 2, major: N}, {name: creative_works, value: Marriage Story (Movie), rank: 3, major: N}, {name: persons, value: Driver, Adam, rank: 4, major: N}, {name: persons, value: Johansson, Scarlett, rank: 5, major: N}, {name: persons, value: ALDA, ALAN, rank: 6, major: N}, {name: persons, value: Dern, Laura, rank: 7, major: N}, {name: persons, value: Liotta, Ray, rank: 8, major: N}",2019-11-05T19:01:02+0000,1244,‘Marriage Story’ Review: Dance Me to the End of Love,critic’s pick,,"Friendly Split, Shattering Break",,,,By A.O. Scott,,Marriage Story,2019-09-28,18000000,2300000,137,Drama,English,United Kingdom,7.75,6549
https://www.nytimes.com/2019/10/17/movies/cyrano-my-love-review.html,This superficial take on the writing and initial staging of “Cyrano de Bergerac” is a whirlwind of soapy declarations and backstage chaos.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Cyrano, My Love (Movie), rank: 2, major: N}, {name: persons, value: Michalik, Alexis, rank: 3, major: N}",2019-10-17T11:00:03+0000,291,"‘Cyrano, My Love’ Review: A Nose for Romance",,,"Cyrano, My Love",,,,By Jeannette Catsoulis,,"Cyrano, My Love",2018-11-10,0,0,113,"Comedy, History","French, Russian","Belgium, France",7.505,464
https://www.nytimes.com/2019/10/03/movies/pretenders-review.html,"Directed by James Franco and featuring James Franco, this film indulges in a distasteful brand of nostalgia.",The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Franco, James, rank: 2, major: N}, {name: creative_works, value: Pretenders (Movie), rank: 3, major: N}",2019-10-03T11:00:07+0000,276,"‘Pretenders’ Review: A Little New Wave Love, a Lot of Misogyny",,,Pretenders,,,,By Glenn Kenny,,Pretenders,2019-09-27,0,0,95,Drama,English,United States of America,5.8,12
https://www.nytimes.com/2019/09/19/movies/loro-review.html,Toni Servillo plays the former Italian Prime Minister Silvio Berlusconi in Paolo Sorrentino’s extravagant portrait.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Loro (Movie), rank: 2, major: N}, {name: persons, value: Servillo, Toni, rank: 3, major: N}, {name: persons, value: Sorrentino, Paolo, rank: 4, major: N}, {name: persons, value: Berlusconi, Silvio, rank: 5, major: N}, {name: glocations, value: Italy, rank: 6, major: N}",2019-09-19T17:27:07+0000,820,"‘Loro’ Review: A Corrupt Leader, and the People Who Love Him",,,Corruption and Charisma Personified,,,,By A.O. Scott,,Loro,2018-09-13,0,0,157,Drama,Italian,"France, Italy",6.687,260
https://www.nytimes.com/2019/08/29/movies/falling-inn-love-review.html,"It’s hard to find a reliable, talented, reasonably priced, eco-friendly contractor these days.",The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: organizations, value: Netflix Inc, rank: 2, major: N}, {name: persons, value: Kumble, Roger, rank: 3, major: N}, {name: persons, value: Milian, Christina, rank: 4, major: N}, {name: persons, value: Demos, Adam, rank: 5, major: N}, {name: creative_works, value: Falling Inn Love (Movie), rank: 6, major: N}",2019-08-29T14:56:44+0000,374,‘Falling Inn Love’ Review: A Prize That Needs Some Work,Streaming Movie Review,,A Fine Romance to Watch While Sorting Socks,,,,By Helen T. Verongos,,Falling Inn Love,2019-08-29,0,0,98,"Romance, Comedy",English,United States of America,6.522,1098
https://www.nytimes.com/2019/08/22/movies/hot-air-review.html,Steve Coogan stars in this cumbersome political comedy.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Coogan, Steve, rank: 2, major: N}, {name: persons, value: Coraci, Frank, rank: 3, major: N}, {name: creative_works, value: Hot Air (Movie), rank: 4, major: N}, {name: persons, value: Campbell, Neve, rank: 5, major: N}",2019-08-22T15:50:09+0000,266,‘Hot Air’ Review: A Right-Wing Radio Host Learns to Love Again,,,Hot Air,,,,By Bilge Ebiri,,Hot Air,2018-04-10,0,0,99,Drama,English,United States of America,5.2,16
https://www.nytimes.com/2019/05/21/movies/the-tomorrow-man-review.html,Blythe Danner and John Lithgow strain to elevate this twee late-life romance.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: The Tomorrow Man (Movie), rank: 2, major: N}, {name: persons, value: Danner, Blythe, rank: 3, major: N}, {name: persons, value: Lithgow, John, rank: 4, major: N}, {name: persons, value: Jones, Noble, rank: 5, major: N}",2019-05-21T11:00:01+0000,280,‘The Tomorrow Man’ Review: Love Among the Neuroses,,,"They Whirl, They Twirl, They Tango",,,,By Jeannette Catsoulis,,The Tomorrow Man,2019-05-22,0,0,94,"Drama, Romance",English,United States of America,5.6,50
https://www.nytimes.com/2019/05/16/movies/asako-i-and-ii-review.html,The Japanese director Ryusuke Hamaguchi follows up his marathon “Happy Hour” with a story of love among young urbanites.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Asako I & II (Movie), rank: 2, major: N}, {name: persons, value: Hamaguchi, Ryusuke, rank: 3, major: N}",2019-05-16T11:00:01+0000,547,‘Asako I & II’ Review: Double the Love (and the Heartbreak),Critic’s Pick,,Falling For a Drifter And His Lookalike,,,,By Glenn Kenny,,Asako I & II,2018-09-01,0,0,119,"Drama, Romance","Japanese, English",Japan,6.85,150
https://www.nytimes.com/2019/05/15/movies/the-sun-is-also-a-star-review.html,"Yara Shahidi and Charles Melton play teenagers falling in love on a hectic, sunny day in New York.",The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: The Sun Is also a Star (Movie), rank: 2, major: N}, {name: persons, value: Russo-Young, Ry, rank: 3, major: N}, {name: persons, value: Shahidi, Yara (2000- ), rank: 4, major: N}, {name: persons, value: Yoon, Nicola (Author), rank: 5, major: N}, {name: persons, value: Melton, Charles (1991- ), rank: 6, major: N}",2019-05-15T16:01:27+0000,697,"‘The Sun Is Also a Star’ Review: A Charming, if Generic, Adolescent Love Story",,,A Beautiful Day for Young Hearts,,,,By A.O. Scott,,The Sun Is Also a Star,2019-05-16,9000000,6800000,100,"Romance, Drama",English,United States of America,7.0,558
https://www.nytimes.com/2019/05/10/movies/sheherazade-review.html,The options are few and most of them involve risk or further deprivation for these French teenagers who face the world with little support.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: organizations, value: Netflix Inc, rank: 2, major: N}, {name: creative_works, value: Sheherazade (Movie), rank: 3, major: N}, {name: persons, value: Marlin, Jean-Bernard, rank: 4, major: N}",2019-05-10T11:00:01+0000,350,‘Shéhérazade’ Review: Love in the Mean Streets of Marseille,Streaming Movie Review,,,,,,By Helen T. Verongos,,Shéhérazade,2018-09-05,0,0,106,"Drama, Thriller, Romance",French,France,7.3,236
https://www.nytimes.com/2019/05/02/movies/long-shot-review.html,The improbably yet perfectly paired stars play old friends who unexpectedly find love in this charming (and a bit vulgar) romantic comedy.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: subject, value: Comedy and Humor, rank: 2, major: N}, {name: persons, value: Odenkirk, Bob, rank: 3, major: N}, {name: persons, value: Rogen, Seth, rank: 4, major: N}, {name: persons, value: Theron, Charlize, rank: 5, major: N}, {name: creative_works, value: Long Shot (Movie), rank: 6, major: N}, {name: persons, value: Levine, Jonathan A (1976- ), rank: 7, major: N}",2019-05-02T17:43:25+0000,1025,‘Long Shot’ Review: Charlize Theron and Seth Rogen Give Good Heart,Critic’s Pick,,Beating the Odds for Love and Bliss,,,,By Manohla Dargis,,Long Shot,2019-05-02,40000000,0,125,"Comedy, Romance","French, English, Swedish",United States of America,6.74,2483
https://www.nytimes.com/2019/04/19/movies/kalank-review.html,Abhishek Varman’s maximalist melodrama delivers spectacle (some of it mind-numbing) but fails to tell a gripping story.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Kalank (Movie), rank: 2, major: N}, {name: persons, value: Varman, Abhishek, rank: 3, major: N}",2019-04-19T15:38:08+0000,479,‘Kalank’ Review: A Bollywood Love Story in the Shadow of Partition,,,An Extravagant Spectacle,,,,By Rachel Saltz,,Kalank,2019-04-17,0,0,166,"Drama, Romance",Hindi,India,5.567,45
https://www.nytimes.com/2019/04/18/movies/rafiki-review.html,The story of a romance between two Kenyan women was shown at Cannes after being banned in Kenya.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Kahiu, Wanuri, rank: 2, major: N}, {name: creative_works, value: Rafiki (Movie), rank: 3, major: N}, {name: persons, value: Mugatsia, Samantha, rank: 4, major: N}, {name: persons, value: Munyiva, Sheila, rank: 5, major: N}",2019-04-18T11:00:06+0000,251,"‘Rafiki’ Review: Falling in Love, Illegally",,,Rafiki,,,,By Ben Kenigsberg,,Rafiki,2018-09-26,0,181316,82,"Drama, Romance","Swahili, English","Kenya, South Africa",7.0,134
https://www.nytimes.com/2019/03/28/movies/diane-review.html,"Mary Kay Place is astonishing as a weary widow dealing with guilt, heartache and a diminishing circle of friends.",The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Diane (Movie), rank: 2, major: N}, {name: persons, value: Jones, Kent, rank: 3, major: N}, {name: persons, value: Place, Mary Kay, rank: 4, major: N}, {name: persons, value: Parsons, Estelle, rank: 5, major: N}, {name: persons, value: Martin, Andrea (1947- ), rank: 6, major: N}",2019-03-28T11:00:01+0000,511,"‘Diane’ Review: A Vibrant Tale of Love, Sisterhood and Decline",Critic’s Pick,,"A Vibrant Tale of Love, Sisterhood and Decline",,,,By Jeannette Catsoulis,,Diane,2019-03-28,0,0,96,Drama,English,United States of America,6.2,34
https://www.nytimes.com/2019/03/14/movies/five-feet-apart-review.html,Haley Lu Richardson and Cole Sprouse navigate the rules of attraction and of a hospital in this film about living with cystic fibrosis.,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Five Feet Apart (Movie), rank: 2, major: N}, {name: persons, value: Baldoni, Justin, rank: 3, major: N}",2019-03-14T13:00:07+0000,258,‘Five Feet Apart’ Review: Ailing Teenagers Live Dangerously for Love,,,Five Feet Apart,,,,By Ben Kenigsberg,,Five Feet Apart,2019-03-14,7000000,92600000,116,"Romance, Drama","English, Spanish, French",United States of America,8.281,5311
https://www.nytimes.com/2019/03/13/movies/ash-is-purest-white-review.html,"In Jia Zhangke’s enthralling new feature, Zhao Tao and Liao Fan portray an underworld power couple at the mercy of time and fate.",The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: persons, value: Jia Zhang Ke, rank: 2, major: N}, {name: persons, value: Liao Fan (1974- ), rank: 3, major: N}, {name: persons, value: Zhao Tao (1977- ), rank: 4, major: N}, {name: creative_works, value: Ash Is Purest White (Movie), rank: 5, major: N}",2019-03-13T15:44:46+0000,911,‘Ash Is Purest White’ Review: Love Smolders and Crime Pays in a Changing China,Critic’s Pick,,"Gangsters’ Paradise Lost, in China",,,,By A.O. Scott,,Ash Is Purest White,2018-09-21,0,0,141,"Crime, Romance, Drama",Mandarin,"France, Japan, China",6.9,277
https://www.nytimes.com/2019/03/07/movies/gloria-bell-review.html,The Chilean writer-director Sebastián Lelio finds a perfect partner in Moore for this fantastic remake of his 2013 movie “Gloria.”,The New York Times,"{name: subject, value: Movies, rank: 1, major: N}, {name: creative_works, value: Gloria Bell (Movie), rank: 2, major: N}, {name: persons, value: Moore, Julianne, rank: 3, major: N}, {name: persons, value: Turturro, John, rank: 4, major: N}, {name: persons, value: Lelio, Sebastian, rank: 5, major: N}",2019-03-07T18:49:47+0000,991,‘Gloria Bell’ Review: Love Is in the Air for a Transcendent Julianne Moore,Critic’s Pick,,"Love, and Some Laughter, Is in the Air",,,,By Manohla Dargis,,Gloria Bell,2019-03-07,0,11145006,102,"Drama, Romance",English,"Chile, United States of America",5.9,292
https://www.nytimes.com/2019/03/06/movies/black-mother-review.html,"In Khalik Allah’s poetic movie, the most prevalent perspective is not that of a documentarian, but of a filmmaker’s love.",The New York Times,"{name: subject, value: Documentary Films and Programs, rank: 1, major: N}, {name: persons, value: Allah, Khalik (1985- ), rank: 2, major: N}, {name: creative_works, value: Black Mother (Movie), rank: 3, major: N}",2019-03-06T18:30:16+0000,380,‘Black Mother’ Review: Exploring the Roots of Life Itself,Critic’s Pick,,"Exploring the Roots of Life Itself, With Love",,,,By Glenn Kenny,,Black Mother,2018-11-02,0,0,77,Documentary,English,"Jamaica, United States of America",6.6,16
